item_code,image_path,product_name,color_jp,color_en,page_product_name,1ページのカード枚数
16655,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット100×40_5段\amazon\a_bk.jpg,キャビット5段100cm×40cm,ブラック,BLACK,キャビット5段,8
16656,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット100×40_5段\amazon\a_wh.jpg,キャビット5段100cm×40cm,ホワイト,WHITE,キャビット5段,8
16657,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット120×40_5段\amazon\a_bk_5_120_40.jpg,キャビット5段120cm×40cm,ブラック,BLACK,キャビット5段,8
16658,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット120×40_5段\amazon\a_wh_5_120_40.jpg,キャビット5段120cm×40cm,ホワイト,WHITE,キャビット5段,8
17152,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット60×30_5段\amazon\a_bk.jpg,キャビット5段60cm×30cm,ブラック,BLACK,キャビット5段,8
17153,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット60×30_5段\amazon\a_wh.jpg,キャビット5段60cm×30cm,ホワイト,WHITE,キャビット5段,8
17154,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット80×30_5段\amazon\a_bk.jpg,キャビット5段80cm×30cm,ブラック,BLACK,キャビット5段,8
17155,G:\共有ドライブ\［社内共有］0103_デザイン部（制作関連）\02_WEB制作関連\01_商品ページ\【ZSG】キャビット80×30_5段\amazon\a_wh.jpg,キャビット5段80cm×30cm,ホワイト,WHITE,キャビット5段,8
